,close,high,low,open,timestamp,volume
44,201300,203699,200000,200222,1539604800000,3.04580117
45,201500,202990,200500,201500,1539608400000,2.73501654
46,201900,203699,201000,202390,1539612000000,1.80128524
47,202299,202390,200100,200100,1539615600000,1.23209611
48,201101,203699,200901,201200,1539619200000,1.30897229
49,201300,202399,201300,201999,1539622800000,0.14470000
50,201001,201300,201001,201300,1539626400000,0.45873213
51,200900,200900,200900,200900,1539630000000,0.05000000
52,199500,199500,199500,199500,1539633600000,0.00548872
53,198300,201900,198200,201900,1539637200000,0.25894169
54,198010,201799,198000,198300,1539640800000,0.54020622
55,200000,200100,198290,198290,1539644400000,0.05600609
56,200697,200697,199101,199101,1539648000000,0.11778200
57,199102,200699,199102,200697,1539651600000,0.34424328
58,200650,200699,199102,200399,1539655200000,0.49645858
59,199888,200649,198550,199102,1539658800000,0.98871661
60,198399,199880,198290,199880,1539662400000,1.5218401
61,199859,199859,197900,198290,1539666000000,2.84204775
62,199000,200690,199000,200690,1539669600000,1.76287728
63,198000,198810,198000,198810,1539673200000,0.93000000
64,198001,199900,198001,198500,1539676800000,0.28465453
65,196600,199000,196600,198001,1539680400000,1.8814786
66,197200,198950,197200,198000,1539684000000,1.59962138
67,196010,198500,196010,198500,1539687600000,0.45777128
68,198700,199800,197688,197688,1539691200000,3.63609375
69,199699,199699,199600,199690,1539694800000,0.90327118
70,198000,199999,198000,199798,1539698400000,2.35571702
71,197900,197998,197500,197998,1539702000000,2.68087505
72,196201,197999,196200,197900,1539705600000,33.39972281
73,196900,197300,196200,196300,1539709200000,6.95321668
74,200000,200000,197999,197999,1539712800000,0.48762108
75,200000,200000,199990,199990,1539716400000,0.34991673
76,199888,200300,197100,199399,1539720000000,0.71283100
77,199189,199189,199189,199189,1539723600000,0.35142502
78,198500,198990,197100,197100,1539727200000,0.21830000
79,198499,198500,198499,198500,1539730800000,0.12889168
80,198499,198499,197750,197900,1539734400000,0.56908800
81,198500,198500,198400,198499,1539738000000,0.37686876
82,198980,198980,198500,198500,1539741600000,2.71519572
83,198490,198980,198400,198980,1539745200000,0.70689817
84,198350,198449,198080,198449,1539748800000,0.35842203
85,198190,198190,197800,198023,1539752400000,1.49663408
86,196700,198100,196700,198100,1539756000000,2.2473
87,197900,198000,197900,198000,1539759600000,3.6587
88,197001,197001,197001,197001,1539763200000,0.03029000
89,197100,198299,196700,198200,1539766800000,2.4243
90,197899,198000,196000,196800,1539770400000,1.8124082
91,197500,197500,195550,196000,1539774000000,1.4325
92,197396,197500,197300,197500,1539777600000,0.33753527
93,197000,197200,196500,197200,1539781200000,2.03474372
94,193010,197350,193010,196600,1539784800000,12.41281791
95,197000,197200,197000,197050,1539788400000,1.69551982
96,196700,197000,196700,197000,1539792000000,2.00952628
97,198088,198089,197880,197880,1539795600000,0.50300564
98,196800,198088,196800,197000,1539799200000,1.67346035
99,196300,197899,196300,197000,1539802800000,0.16007749
100,196800,196800,196800,196800,1539806400000,0.30000000
101,197500,197888,196850,196850,1539813600000,0.53612605
102,196600,197444,196600,196888,1539817200000,4.80179368
103,197000,197000,196600,196600,1539820800000,7.56998032
104,196900,196900,196900,196900,1539824400000,0.10000000
105,196810,197090,196800,196999,1539828000000,1.20234202
106,196800,197399,196600,196600,1539831600000,1.06487675
107,197190,197300,197000,197000,1539835200000,1.95092556
108,196999,197190,196500,197190,1539838800000,6.48065
109,196500,197699,195501,196598,1539842400000,2.61275572
110,197000,197300,196500,196800,1539846000000,1.123
111,196700,197279,196610,197000,1539849600000,1.01532
112,196899,196900,196710,196900,1539853200000,2.36473826
113,196800,196900,195660,196900,1539856800000,1.26654677
114,197100,197100,196700,196700,1539860400000,0.42075178
115,197200,197200,197000,197000,1539864000000,0.13778899
116,196700,197174,196700,197174,1539867600000,0.60221704
117,196000,197777,194000,196500,1539871200000,1.92235483
118,195400,196000,195400,195900,1539874800000,1.76378368
119,196800,196800,195500,195500,1539878400000,0.22062390
120,195100,197000,195100,196800,1539882000000,0.69150443
121,194800,195000,194800,195000,1539885600000,0.03250000
122,194500,194700,194500,194700,1539889200000,0.04000000
123,196900,196900,196898,196898,1539892800000,0.37580000
124,195000,196899,194100,196899,1539896400000,0.59000000
125,194500,196798,194000,196001,1539900000000,0.20171294
126,195500,195500,195000,195000,1539903600000,0.02144899
127,196500,196700,196449,196449,1539907200000,0.19574888
128,196400,196799,196400,196700,1539910800000,0.41467354
129,196400,196600,195810,196400,1539914400000,0.81497122
130,196789,196850,195710,196300,1539918000000,6.81426058
131,197300,197300,196302,196788,1539921600000,1.4291463
132,196312,196390,196312,196390,1539925200000,0.93232343
133,195399,195701,193000,195701,1539928800000,1.5421
134,196800,197000,195317,195400,1539932400000,0.59014625
135,196410,197399,196410,197000,1539936000000,0.37164395
136,197399,197399,197099,197099,1539939600000,0.35497790
137,196799,197300,196799,197300,1539943200000,0.89480486
138,196500,197000,196400,196799,1539946800000,1.78808
139,196500,196500,195010,196500,1539950400000,3.1676902
140,196600,197600,196000,196400,1539954000000,1.66793415
141,195100,196400,195000,196290,1539957600000,3.11794951
142,195700,197599,195010,195300,1539961200000,1.51340692
143,195800,197000,195700,195700,1539964800000,0.45002925
144,196000,196000,196000,196000,1539968400000,0.01184942
145,196999,196999,196999,196999,1539982800000,0.03553317
146,195000,196500,195000,196500,1539990000000,0.66440416
147,196790,196800,196790,196790,1539993600000,0.34604166
148,195500,197000,194700,196800,1539997200000,0.76866399
149,193700,196000,193500,195511,1540000800000,2.81092501
150,195300,196000,194600,195700,1540004400000,2.59413048
151,195500,195700,195000,195400,1540008000000,2.18486295
152,195499,195505,193600,195400,1540011600000,2.0160508
153,195800,195800,194500,195499,1540015200000,2.03223871
154,196299,196490,195500,195900,1540018800000,1.80575028
155,195600,195800,195600,195800,1540026000000,0.03000000
156,195000,195879,195000,195510,1540029600000,0.65385530
157,195800,195800,195300,195300,1540033200000,0.28216369
158,195800,195800,195750,195750,1540036800000,0.30473563
159,196100,196100,195600,195700,1540040400000,0.85677631
160,195200,195700,195000,195700,1540044000000,0.60800000
161,195000,195200,195000,195200,1540047600000,0.51386860
162,196300,196300,195100,195100,1540051200000,0.67342333
163,195000,196200,195000,196200,1540054800000,0.48429943
164,194999,195000,194999,195000,1540062000000,0.15649125
165,195500,195500,195100,195100,1540072800000,0.02000000
166,195588,195588,195400,195400,1540080000000,0.10000000
167,196300,196300,195300,195450,1540083600000,0.56235533
168,196200,196499,196100,196299,1540087200000,0.29773799
169,196498,196499,196100,196100,1540090800000,0.36560815
170,196400,196400,196400,196400,1540094400000,0.00572969
171,196000,196300,196000,196300,1540098000000,0.07320849
172,196300,196300,195880,196300,1540101600000,0.73020000
173,196400,197399,196200,196200,1540108800000,2.29371238
174,196450,196450,195710,196300,1540112400000,1.14189735
175,196599,196599,196200,196200,1540116000000,0.06086000
176,195700,196200,195700,196200,1540123200000,0.85710186
177,195600,195700,195300,195700,1540126800000,0.35877585
178,195700,195700,195400,195600,1540130400000,0.15970214
179,196000,196700,195700,195700,1540134000000,1.13451225
180,196000,196000,196000,196000,1540137600000,0.00282900
181,196000,196100,195900,196000,1540141200000,0.08957777
182,196690,196690,196000,196100,1540144800000,0.41638330
183,195800,195900,195800,195900,1540148400000,0.02356180
184,195800,195800,195800,195800,1540152000000,0.03740068
185,194900,195810,194900,195810,1540159200000,0.75958848
186,195799,195799,195010,195600,1540166400000,0.34882768
187,195009,195498,194500,195200,1540170000000,1.44262487
188,194300,194700,194300,194700,1540173600000,0.05308479
189,195000,195100,194150,194500,1540177200000,2.36041868
190,195000,195997,194400,194400,1540180800000,1.52061247
191,196159,196159,195250,195500,1540184400000,1.92757474
192,195400,195500,195300,195500,1540188000000,0.20490000
193,196155,196155,195500,195500,1540191600000,0.78607305
194,195210,196150,195210,195700,1540195200000,6.04170993
195,195500,196000,195280,195780,1540198800000,0.87957585
196,196000,196200,195400,195400,1540202400000,1.15350296
197,195250,195410,195250,195410,1540206000000,1.6225
198,195600,195695,195300,195445,1540209600000,0.43360000
199,194100,195500,194100,195500,1540213200000,0.94766887
200,194101,195399,194100,195000,1540216800000,1.84710307
201,195400,195400,195100,195250,1540220400000,0.18990105
202,196000,196500,195400,195400,1540224000000,0.25358493
203,196000,196000,196000,196000,1540227600000,0.04980000
204,195010,196000,195010,196000,1540231200000,1.245063
205,196299,196299,195999,195999,1540245600000,0.36050000
206,196399,196399,195700,195700,1540249200000,0.06159029
207,195400,196400,195400,196399,1540252800000,1.27874792
208,195600,196399,195500,196399,1540256400000,0.31083689
209,196200,196200,195600,195600,1540260000000,0.90889607
210,195980,196100,195700,195940,1540263600000,2.81133791
211,194000,195800,194000,195800,1540267200000,5.53148666
212,195789,195789,194000,195000,1540270800000,1.08695596
213,194005,195780,194005,195770,1540274400000,1.06073516
214,195770,195770,194500,195480,1540278000000,0.91372392
215,194600,194600,194001,194500,1540281600000,0.84802864
216,193900,195770,193900,195600,1540285200000,1.33680635
217,193700,193900,192800,193900,1540288800000,3.02698165
218,193001,193700,193001,193700,1540292400000,1.28737004
219,193900,193900,193001,193700,1540296000000,0.72733636
220,194194,194194,194194,194194,1540299600000,0.00254400
221,194900,194900,193794,193794,1540303200000,0.50818613
222,194899,194899,194899,194899,1540306800000,0.04000000
223,194100,194100,194100,194100,1540310400000,0.02000000
224,194900,194900,194500,194500,1540314000000,0.15390000
225,192000,194100,192000,194100,1540317600000,2.03924578
226,191000,191025,191000,191025,1540321200000,0.42865158
227,194000,194000,194000,194000,1540332000000,0.46000000
228,194090,194090,191201,193502,1540335600000,0.32000000
229,194150,194150,193415,193415,1540339200000,0.66637199
230,193800,194180,193800,194100,1540342800000,0.28398639
231,193950,194100,193600,193801,1540346400000,1.50529842
232,193880,194490,193802,193950,1540350000000,2.23012575
233,194283,194980,193852,193880,1540353600000,2.45493352
234,195201,195500,195000,195000,1540357200000,0.99877663
235,194801,195788,194801,195480,1540360800000,2.87399982
236,195590,195590,195200,195450,1540364400000,0.78862170
237,195400,195400,195400,195400,1540368000000,0.10100000
238,195690,195700,195301,195301,1540371600000,1.06202403
239,195749,195750,195600,195690,1540375200000,1.33052914
240,195600,195749,195500,195749,1540378800000,0.53652195
241,195749,195749,195210,195500,1540382400000,0.48789072
242,195599,195599,195110,195210,1540386000000,0.12517288
243,195450,195500,195300,195500,1540389600000,0.71287074
244,195300,195400,195300,195400,1540393200000,0.73721322
245,195300,195300,195000,195270,1540396800000,1.30709833
246,195200,195200,195200,195200,1540400400000,0.01000000
247,195010,195100,195010,195100,1540407600000,0.44240390
248,195500,195500,195300,195300,1540411200000,0.52142222
249,195010,195010,195010,195010,1540414800000,0.04221606
250,195000,195010,195000,195010,1540418400000,0.20687531
251,194941,195000,194941,194942,1540422000000,0.46992114
252,195000,195450,194940,195400,1540425600000,0.93532071
253,194940,195448,194940,195000,1540429200000,1.99818779
254,195000,195600,194800,194950,1540432800000,3.35025266
255,193802,195200,193802,195200,1540436400000,1.14294205
256,195178,195178,194300,194768,1540440000000,2.06510294
257,194795,194900,194699,194900,1540443600000,0.27724186
258,193800,194998,193800,194795,1540447200000,1.30712024
259,194990,194990,194200,194200,1540450800000,0.39288521
260,194990,194990,194200,194550,1540454400000,1.32227343
261,194500,194900,194500,194900,1540458000000,0.26000000
262,193500,194950,191002,194500,1540461600000,2.76921275
263,194000,194000,192400,192400,1540465200000,0.30325061
264,194100,194400,194000,194000,1540468800000,0.07312989
265,194500,194800,194200,194200,1540472400000,0.63250642
266,194499,194499,194499,194499,1540476000000,0.02011835
267,194799,194800,194499,194499,1540479600000,1.51851195
268,194100,194700,194100,194700,1540483200000,0.07382296
269,194800,194800,194300,194400,1540486800000,0.44650000
270,194799,194799,194798,194798,1540504800000,0.06000000
271,194800,194800,194800,194800,1540508400000,0.06000000
272,194200,194799,194010,194300,1540512000000,0.57166548
273,194400,194400,194199,194199,1540515600000,0.09742534
274,194700,194700,194400,194400,1540519200000,0.66889624
275,194210,194750,194210,194700,1540522800000,3.515442
276,192900,194210,192900,194210,1540526400000,1.08208428
277,194200,194200,193050,193050,1540530000000,1.24134383
278,194300,194400,193900,194200,1540533600000,1.18967358
279,194600,194600,194100,194300,1540537200000,1.41267326
280,195000,195000,194600,194600,1540540800000,1.10316407
281,195300,195300,195000,195000,1540544400000,0.46967739
282,195390,195390,194950,195300,1540548000000,0.44250000
283,195000,195000,195000,195000,1540551600000,0.06337307
284,194600,195300,194510,195000,1540555200000,0.89092797
285,195345,195345,194510,195300,1540558800000,0.95712835
286,195200,195249,194000,194650,1540562400000,1.76058153
287,194999,195250,194200,195200,1540566000000,0.81943121
288,194100,195250,194100,195250,1540573200000,0.02950000
289,194990,194990,194750,194790,1540602000000,0.74985252
290,194848,194850,194600,194850,1540605600000,0.23000000
291,195090,195090,194848,194848,1540609200000,1.04909393
292,194940,194950,194940,194950,1540616400000,0.05370000
293,195250,195250,195000,195000,1540620000000,0.50010000
294,194950,195100,194950,195100,1540627200000,0.20000000
295,194020,194030,194020,194030,1540630800000,0.20000000
296,194200,195100,194200,195100,1540634400000,0.05122724
297,195250,195250,194210,194210,1540638000000,0.35460000
298,195220,195220,195220,195220,1540641600000,0.40031246
299,195000,196000,194500,194900,1540648800000,9.03786905
300,194200,195800,194200,195000,1540652400000,1.8581
301,194900,194900,194000,194350,1540656000000,1.52175408
302,193910,193910,193910,193910,1540666800000,0.28667938
303,194200,194200,194200,194200,1540670400000,0.85000000
304,195390,195390,194799,194799,1540684800000,0.68611446
305,194299,195800,194299,195590,1540688400000,0.77030000
306,195300,195300,194850,194850,1540692000000,0.79031000
307,195250,195250,195250,195250,1540695600000,0.01904225
308,194500,194700,194500,194700,1540699200000,0.85342326
309,194310,195099,194300,194500,1540702800000,0.91588911
310,194200,194850,194200,194750,1540706400000,1.0401
311,193810,194300,193810,194200,1540710000000,1.0277389
312,194649,194649,193410,193810,1540713600000,3.62967312
313,194600,194600,193400,193500,1540717200000,0.70329458
314,194750,194750,194500,194500,1540720800000,1.19112346
315,194000,194700,194000,194700,1540724400000,0.86892063
316,194080,194100,193000,194000,1540728000000,1.08575389
317,194000,194000,193300,193940,1540731600000,1.97468057
318,194200,194200,193500,194200,1540735200000,2.83160129
319,194200,194200,193700,193700,1540738800000,0.70895156
320,193700,194200,193500,194200,1540742400000,2.47600038
321,193800,193800,193800,193800,1540746000000,0.01000000
322,193500,193800,193500,193800,1540749600000,0.23531885
323,194000,194000,193500,193500,1540753200000,1.57498708
324,193300,193350,193300,193350,1540756800000,0.29643780
325,194600,194600,194000,194000,1540767600000,3
326,194600,194600,193450,193450,1540771200000,0.89216570
327,194050,194500,193460,194100,1540774800000,2.02768355
328,194290,194290,192600,193800,1540778400000,3.49422065
329,194201,194390,194100,194290,1540782000000,0.47433122
330,194000,194201,193600,194201,1540785600000,8.12986502
331,194380,194380,194000,194000,1540789200000,0.91526400
332,193500,194000,193500,194000,1540792800000,1.36027432
333,193799,193800,193600,193600,1540796400000,0.10750052
334,193895,193898,193750,193800,1540800000000,1.2893
335,193700,193896,193600,193750,1540803600000,2.06490565
336,193700,193800,193700,193800,1540807200000,0.18500000
337,192000,193880,191950,193700,1540810800000,5.99131677
338,191999,192999,191000,192001,1540814400000,3.63814898
339,191700,192000,191010,191999,1540818000000,1.38638512
340,191500,191899,191000,191700,1540821600000,3.11854699
341,191400,191415,191400,191400,1540825200000,0.33842513
342,191700,191999,191000,191400,1540828800000,2.85846482
343,190100,191600,189912,191600,1540832400000,2.92461559
344,191000,191000,190200,190200,1540836000000,0.09000000
345,191200,191200,191100,191100,1540839600000,0.01893305
346,190400,191199,190400,191190,1540846800000,0.28162000
347,191199,191199,190550,190850,1540850400000,0.76292839
348,191289,191289,191100,191100,1540854000000,0.19209650
349,191000,191280,191000,191280,1540857600000,0.03250000
350,191690,191690,191290,191290,1540861200000,0.40017267
351,191500,191590,191401,191490,1540864800000,0.25300000
352,191690,191800,191500,191600,1540868400000,1.42794656
353,191500,192000,191390,191700,1540872000000,3.16449216
354,191890,191999,191500,191999,1540875600000,1.43326089
355,191000,192000,191000,191800,1540879200000,4.80881131
356,191650,191650,191000,191000,1540882800000,0.04957797
357,192000,192090,191650,191700,1540886400000,0.73294000
358,192080,192080,191900,191900,1540890000000,0.03850000
359,192400,192490,192000,192000,1540893600000,1.29283962
360,192000,192400,191999,192400,1540897200000,1.80173437
361,191750,191997,191100,191902,1540900800000,0.58824153
362,191300,191800,191200,191700,1540904400000,1.20037115
363,191679,191679,191679,191679,1540908000000,0.38160000
364,191300,191500,191300,191500,1540911600000,0.97920000
365,191493,191495,191493,191495,1540915200000,1.10941369
366,191500,191500,190800,191493,1540918800000,3.43026781
367,190300,191400,190300,191400,1540922400000,0.52020352
368,190300,190300,190300,190300,1540926000000,0.25932000
369,191500,191500,191499,191499,1540940400000,1.65
370,190800,191890,190700,191590,1540944000000,2.34681234
371,190710,191100,190610,190700,1540947600000,1.37902033
372,191790,191900,190780,191100,1540951200000,1.61572215
373,191890,191890,191690,191690,1540954800000,0.37735888
374,191032,191699,191032,191699,1540958400000,0.50990761
375,191599,191599,191051,191150,1540962000000,2.22213531
376,191100,191550,191100,191150,1540965600000,1.12935282
377,191100,191590,191100,191200,1540969200000,0.47857899
378,191100,193000,191100,191110,1540972800000,4.5231166
379,191300,193010,191260,191500,1540976400000,0.88697708
380,191250,191499,191250,191350,1540980000000,1.2512
381,191080,192990,191080,191300,1540983600000,2.29006569
382,192978,192978,191090,191800,1540987200000,0.95305242
383,191010,191250,191010,191250,1540990800000,1.6135778
384,190610,192489,190610,191780,1540994400000,3.20819626
385,193500,193500,190300,190610,1540998000000,3.12578597
386,192500,192800,192500,192800,1541001600000,0.10259000
387,193090,193299,192500,192500,1541005200000,0.82550151
388,191600,192499,191555,192199,1541008800000,0.16988458
389,192400,192400,191600,191600,1541012400000,0.07714764
390,191555,191710,191555,191710,1541023200000,1.05624584
391,191620,192700,191620,192390,1541026800000,0.62493892
392,192110,192568,192100,192568,1541030400000,0.44045806
393,192700,192700,192260,192370,1541037600000,0.86928396
394,192898,193000,192380,192790,1541041200000,1.29618614
395,192999,192999,192750,192888,1541044800000,0.47010000
396,193000,193000,192370,192999,1541048400000,1.43634959
397,192370,193000,192370,193000,1541052000000,0.11262045
398,193000,193000,192900,192980,1541055600000,0.46867666
399,192999,193090,192500,193040,1541059200000,0.83114080
400,192997,192998,192996,192998,1541062800000,1.12596179
401,192370,192990,192370,192990,1541066400000,0.95182550
402,192200,192980,192200,192370,1541070000000,1.86961186
403,192788,192969,191900,192960,1541073600000,1.97265196
404,192770,192787,192020,192780,1541077200000,0.81149807
405,192050,192770,192020,192770,1541080800000,1.51572349
406,192100,192649,192020,192050,1541084400000,0.66116701
407,192600,192600,192020,192100,1541088000000,0.58500000
408,192649,192649,192200,192200,1541091600000,0.75259196
409,192020,192690,192020,192649,1541095200000,0.79960906
410,192900,192900,192600,192600,1541102400000,0.34758291
411,193100,193100,192999,193000,1541109600000,0.44170000
412,192600,193190,192600,193190,1541113200000,0.15000000
413,193600,193699,193199,193199,1541116800000,0.98133942
414,194000,194299,193699,193700,1541120400000,1.25239577
415,192900,194500,192500,193899,1541124000000,2.4114864
416,192710,194080,192710,194050,1541127600000,3.36936118
417,193888,193888,193700,193800,1541131200000,0.56211094
418,193199,193201,192710,193201,1541134800000,2.72327994
419,193000,193123,192000,193123,1541138400000,4.02001308
420,193000,193000,192710,192800,1541142000000,0.48917098
421,193790,193790,192810,192812,1541145600000,0.80276612
422,192720,192912,192720,192912,1541149200000,1.2
423,193200,193300,192713,192720,1541152800000,1.52866418
424,193150,193200,193100,193200,1541156400000,0.35879917
425,193099,193099,193099,193099,1541160000000,0.87200516
426,193699,193699,192810,192860,1541163600000,1.11561779
427,193749,193800,193500,193699,1541167200000,1.38444597
428,193880,193880,193550,193550,1541170800000,0.68527443
429,193699,193699,193525,193525,1541181600000,0.31232000
430,193600,193600,193600,193600,1541185200000,0.31220000
431,193700,193700,193700,193700,1541188800000,0.15737000
432,193700,193700,193650,193650,1541196000000,0.22700000
433,193699,193700,193699,193700,1541203200000,0.29528399
434,194390,194390,193525,193699,1541206800000,2.69497456
435,193999,193999,193030,193500,1541210400000,0.21800000
436,193020,193031,193020,193031,1541214000000,1.99355611
437,193500,193500,192800,193500,1541217600000,2.34819748
438,193998,193999,193000,193000,1541221200000,2.77416052
439,194600,194600,193599,193700,1541224800000,6.04491142
440,194100,196000,193300,194601,1541228400000,9.90751177
441,194099,194197,193700,194099,1541232000000,7.54152352
442,193900,196990,193900,194098,1541235600000,4.38363818
443,194199,194199,192800,193800,1541239200000,8.37076043
444,193333,194199,192910,194199,1541242800000,1.2147877
445,193500,193500,193500,193500,1541246400000,0.54911627
446,192984,193850,192500,193500,1541250000000,3.01681024
447,192700,192984,192700,192984,1541253600000,0.28227711
448,193100,193699,192700,192700,1541257200000,0.66972935
449,193400,193400,193400,193400,1541260800000,0.18717431
450,192400,193000,192400,193000,1541264400000,0.21484586
451,193798,193798,193590,193590,1541271600000,0.50000000
452,192900,192900,192600,192600,1541275200000,0.04000000
453,193000,193000,192800,192900,1541278800000,0.59000000
454,194099,194394,193100,193100,1541286000000,1.41693588
455,194099,194099,193450,193500,1541289600000,0.28314124
456,194380,194380,193550,193600,1541293200000,0.40871000
457,193500,194000,193500,194000,1541300400000,0.57250796
458,193500,194190,193500,193690,1541304000000,2.58873922
459,193500,193545,193499,193499,1541307600000,3.25391315
460,193550,193550,193300,193500,1541311200000,2.47776313
461,193800,193800,193550,193550,1541314800000,0.09619979
462,193990,193990,193560,193690,1541318400000,1.66503845
463,193890,193980,193610,193650,1541322000000,0.96535942
464,193650,193700,193600,193650,1541325600000,1.25637812
465,193888,193888,193660,193800,1541329200000,0.29780883
466,193899,193899,193888,193888,1541332800000,1.23089351
467,193210,193899,193210,193899,1541336400000,0.97332500
468,193300,193830,193110,193830,1541340000000,0.14090080
469,193880,193880,193200,193300,1541343600000,0.62875730
470,194288,194288,193880,193880,1541347200000,0.84545272
471,194289,194289,193900,194200,1541350800000,0.13841046
472,193302,194289,193302,194200,1541354400000,0.34396000
473,194999,194999,194289,194289,1541358000000,0.93418545
474,194999,194999,194999,194999,1541361600000,0.02051292
475,193302,194999,193302,194999,1541365200000,0.35582839
476,193500,193700,193500,193700,1541368800000,0.17211156
477,194250,194900,193700,193700,1541372400000,0.72375695
478,195100,200000,193600,194990,1541376000000,5.76578926
479,195285,195297,194500,195100,1541379600000,0.89768699
480,195000,195200,193610,194500,1541383200000,2.45122686
481,195698,195698,193802,194900,1541386800000,2.01097135
482,193805,195398,193805,195099,1541390400000,2.46192192
483,193602,194000,193315,193900,1541394000000,2.07857322
484,193661,194000,193501,194000,1541397600000,5.62908879
485,193760,194300,193701,193701,1541401200000,0.88466739
486,194150,194300,193760,193760,1541404800000,2.36119406
487,193860,194200,193510,194200,1541408400000,2.50046313
488,194297,194298,193800,193860,1541412000000,2.8971157
489,194298,194298,193500,194200,1541415600000,4.06497383
490,194299,194299,194298,194298,1541419200000,1.56407333
491,194400,194400,193683,193782,1541422800000,2.25421832
492,194500,194600,193500,194400,1541426400000,2.39903899
493,194000,196300,194000,194500,1541430000000,2.57761307
494,194100,194499,194100,194100,1541433600000,0.32648101
495,193860,194100,193860,194100,1541437200000,0.24728745
496,193700,193800,193700,193800,1541440800000,0.02000000
497,193610,194495,193610,194298,1541455200000,1.43284389
498,193610,194210,193610,194210,1541458800000,0.02000000
499,194479,194479,194400,194400,1541462400000,0.28000000
500,194479,194479,193500,194100,1541466000000,2.40515761
501,194450,194479,194001,194450,1541469600000,2.76245396
502,194450,194450,194050,194150,1541473200000,5.01220905
503,194450,194450,194444,194450,1541476800000,0.98820490
504,194455,194479,194455,194455,1541480400000,2.09642573
505,194050,194455,194050,194455,1541484000000,5.36267184
506,194437,194437,194399,194435,1541487600000,1.31449675
507,195000,195000,194250,194250,1541491200000,2.26299549
508,195199,195199,194450,195000,1541494800000,0.22721253
509,195499,196100,195000,195200,1541498400000,1.02546991
510,195343,195349,194500,195100,1541502000000,2.86720378
511,195340,195341,194451,194451,1541505600000,0.38344245
512,194999,195979,194630,194999,1541509200000,1.29046277
513,195399,195399,194660,194800,1541512800000,1.1509989
514,195398,195398,195398,195398,1541516400000,0.26419596
515,195390,195399,195390,195399,1541520000000,0.12833000
516,194850,195798,194850,194850,1541523600000,1.72871372
517,195590,195590,195560,195560,1541527200000,0.05102040
518,195970,195994,195800,195800,1541545200000,0.12055720
519,197398,197398,195980,195997,1541548800000,1.53044165
520,197699,197699,197350,197350,1541552400000,0.92714477
521,197800,198398,197500,197800,1541556000000,5.95752069
522,197000,198000,197000,198000,1541559600000,1.01359238
523,196601,197998,196600,197500,1541563200000,1.89087963
524,196500,197000,196300,196600,1541566800000,4.72435471
525,196300,196501,196100,196501,1541570400000,3.36631489
526,197000,197000,196300,196300,1541574000000,1.6280937
527,197780,197786,197300,197300,1541577600000,0.30252806
528,197750,197750,197700,197700,1541581200000,0.55628806
529,197740,197745,196520,197650,1541584800000,0.54476524
530,197737,197737,197600,197600,1541592000000,0.31906458
531,197300,197737,197000,197000,1541595600000,0.31374821
532,197300,197300,196310,197300,1541599200000,2.46415449
533,197300,197300,196600,196600,1541602800000,4.06615817
534,197300,197300,197300,197300,1541606400000,0.08230000
535,198000,198997,196800,196800,1541610000000,2.67813654
536,197000,198000,197000,198000,1541613600000,0.10572133
537,198996,198996,198399,198399,1541620800000,0.83004763
